fecha_inicio,fecha_fin,codigo,descripcion,categoria,descuento,precio_normal,precio_oferta,imagen
2025-11-12,2025-12-03,7862112520455,Olé Salsa Dip Chipotle 235 g,Alimentos,25,2.40,1.79,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/7862112520455.png
2025-11-12,2025-12-03,7861018290035,Los Andes Salsa de Tomate 550 g,Alimentos,20,2.24,1.79,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/7861018290035.png
2025-11-12,2025-12-03,7861015109682,Gustadina Bbq Squeeze 200 g,Alimentos,25,1.22,0.92,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/7861015109682.png
2025-11-12,2025-12-03,7862112520509,Olé Jalapeños Agridulces 250 g,Alimentos,25,2.58,1.94,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/7862112520509.png
2025-11-12,2025-12-03,7861007805929,El Sabor Vinagre de Manzana 470 ml,Alimentos,19,1.35,1.09,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/7861007805929.png
2025-11-12,2025-12-03,7861009310094,Doña Petra Vinagre Blanco 1.000 ml,Alimentos,25,2.23,1.67,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/7861009310094.png
2025-11-12,2025-12-03,7502252480669,Nature's Heart Bebida de Almendra 946 ml,Alimentos,25,3.84,2.88,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/7502252480669.png
2025-11-12,2025-12-03,7861005204489,Minerva Café Clásico Tostado y Molido 1.000 g,Alimentos,20,12.17,9.69,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/7861005204489.png
2025-11-12,2025-12-03,7862122703664,La Universal Cocoa Vitaminas Doypack 400 g,Alimentos,25,3.15,2.36,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/7862122703664.png
2025-11-12,2025-12-03,8423453909584,Brizo Bebida de Naranja 330 ml,Alimentos,20,0.81,0.65,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/8423453909584.png
2025-11-12,2025-12-03,8413481040014,May Gold Sparkling Uva Blanca 750 ml,Alimentos,20,4.09,3.27,https://storage.googleapis.com/xiyimgengine/aki/2024/akipreciazo/8413481040014.png
